罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,船橋,行田交番,122041,千葉県,船橋市,藤原１丁目,2021-04-19,07,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,船橋,行田交番,122041,千葉県,船橋市,藤原１丁目,2021-05-01,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,行田交番,122041,千葉県,船橋市,藤原１丁目,2021-05-10,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,船橋,行田交番,122041,千葉県,船橋市,藤原１丁目,2021-10-02,06,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,船橋,行田交番,122041,千葉県,船橋市,藤原２丁目,2020-01-22,08,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内１丁目,2021-03-27,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内２丁目,2021-08-13,18,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内２丁目,2021-09-01,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内３丁目,2021-04-07,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内町,2021-02-27,23,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内町,2021-03-14,22,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内町,2021-07-21,08,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内町,2021-08-21,17,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内町,2021-09-16,09,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内町,2021-10-18,06,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内町,2021-11-06,06,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内町,2021-11-11,08,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内町,2021-11-19,08,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,印内町,不明,不明,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,葛飾町２丁目,2021-01-08,16,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,葛飾町２丁目,2021-02-11,15,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,葛飾町２丁目,2021-03-27,19,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,葛飾町２丁目,2021-04-02,07,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,葛飾町２丁目,2021-04-12,08,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,葛飾町２丁目,2021-06-06,13,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,葛飾町２丁目,2021-06-20,15,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,葛飾町２丁目,2021-07-17,15,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,葛飾町２丁目,2021-08-27,11,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,葛飾町２丁目,2021-09-21,06,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,葛飾町２丁目,2021-10-13,22,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,葛飾町２丁目,2021-11-28,14,その他,その他,20歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,葛飾町２丁目,2021-12-14,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船１丁目,2021-04-19,14,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船１丁目,2021-07-14,16,一戸建住宅,その他,10歳未満,小学生,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船１丁目,2021-07-16,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船１丁目,2021-07-26,07,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船１丁目,2021-08-19,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船１丁目,2021-11-16,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船２丁目,2021-03-12,11,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船２丁目,2021-03-14,20,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船２丁目,2021-04-18,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船２丁目,2021-05-17,20,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船２丁目,2021-06-14,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船２丁目,2021-08-06,10,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船４丁目,2021-02-28,15,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船４丁目,2021-03-06,20,その他,その他,40歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船４丁目,2021-04-09,20,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船４丁目,2021-05-25,11,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船４丁目,2021-08-16,17,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船４丁目,2021-09-07,18,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船４丁目,2021-10-15,19,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船４丁目,2021-11-02,18,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船４丁目,2021-11-07,09,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船４丁目,2021-11-14,11,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船４丁目,2021-11-25,07,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船４丁目,2021-12-15,08,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船７丁目,2021-01-19,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,西船７丁目,2021-10-23,23,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,東中山１丁目,2021-06-09,19,一戸建住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,本郷町,2021-01-30,21,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,本郷町,2021-04-25,13,一戸建住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,本郷町,2021-07-15,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,本郷町,2021-08-06,17,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,本郷町,2021-08-31,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,本町２丁目,2021-09-07,22,その他,その他,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,山野町,2021-04-11,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,山野町,2021-07-25,17,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,船橋,西船橋駅前交番,122041,千葉県,船橋市,古作１丁目,2021-04-20,22,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,船橋,高根駐在所,122041,千葉県,船橋市,新高根６丁目,2021-11-26,00,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,高根駐在所,122041,千葉県,船橋市,高根町,2021-07-29,07,その他,その他,50歳代,その他,施錠せず
窃盗,自転車盗,市川,中国分交番,122033,千葉県,市川市,北国分４丁目,2021-11-14,16,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,市川,中国分交番,122033,千葉県,市川市,中国分１丁目,2021-11-22,11,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,市川,中国分交番,122033,千葉県,市川市,堀之内３丁目,2021-01-25,01,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,大和田２丁目,2021-01-11,12,道路上,その他,10歳代,中学生,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,大和田３丁目,2020-12-25,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼越２丁目,2021-08-17,21,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2020-12-31,13,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-04-07,15,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-04-26,14,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-05-01,15,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-05-09,09,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-06-09,16,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-06-09,20,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-07-19,13,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-07-19,15,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-07-26,16,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-07-29,15,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-09-04,13,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-09-11,15,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-10-05,16,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-10-06,16,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-10-07,15,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-10-08,16,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-10-14,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-12-08,18,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-12-15,18,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高１丁目,2021-12-19,18,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高２丁目,2021-03-01,21,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高２丁目,2021-05-11,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高２丁目,2021-06-18,05,道路上,その他,60-64歳,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高２丁目,2021-10-28,10,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高３丁目,2021-03-07,22,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高３丁目,2021-07-13,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高３丁目,2021-08-04,22,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高３丁目,2021-08-25,09,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高３丁目,2021-09-29,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高３丁目,2021-10-02,17,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高３丁目,2021-10-10,18,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,鬼高３丁目,2021-12-11,17,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,稲荷木１丁目,2021-10-21,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,稲荷木１丁目,2021-12-14,07,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,稲荷木２丁目,2021-04-18,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,稲荷木３丁目,2021-03-09,18,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,稲荷木３丁目,2021-09-09,06,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,東大和田１丁目,2020-12-12,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,東大和田１丁目,2021-02-21,11,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,東大和田１丁目,2021-07-21,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,東大和田１丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,東大和田２丁目,2021-05-13,01,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,東大和田２丁目,2021-10-24,17,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡１丁目,2020-12-29,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡１丁目,2021-07-17,22,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡１丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡２丁目,2021-05-11,19,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡２丁目,2021-05-11,19,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡３丁目,2021-09-05,16,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡３丁目,2021-09-14,07,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡３丁目,2021-09-23,10,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡３丁目,2021-10-17,01,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡３丁目,2021-11-03,19,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡３丁目,2021-12-24,00,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2020-11-05,06,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2020-12-09,21,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2020-12-28,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-01-03,13,その他,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-01-08,06,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-01-13,09,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-02-13,19,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-03-18,06,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-03-18,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-04-16,09,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-04-22,21,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-05-12,09,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-05-24,18,道路上,その他,10歳代,大学生,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-06-07,12,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-06-14,19,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-07-16,05,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-07-21,12,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-07-22,19,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-10-09,22,道路上,その他,20歳代,大学生,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-11-07,15,道路上,その他,10歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-11-26,18,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡４丁目,2021-12-17,14,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,南八幡５丁目,2021-06-26,13,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,市川,南八幡交番,122033,千葉県,市川市,八幡６丁目,2021-05-11,13,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,高谷,不明,不明,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,高谷１丁目,2020-12-20,17,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,高谷２丁目,2021-11-02,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,高谷２丁目,2021-11-03,20,一戸建住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,高谷３丁目,2021-04-26,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,田尻１丁目,2021-07-10,08,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,田尻２丁目,2021-06-21,16,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,田尻３丁目,2021-07-25,22,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,田尻４丁目,2021-04-10,20,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,田尻４丁目,2021-06-26,01,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,田尻５丁目,2021-06-07,08,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,原木,2021-05-11,22,その他,その他,40歳代,その他,施錠した
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,原木,2021-09-14,18,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,原木１丁目,2020-12-06,09,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
