,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係,住所,lat,lon
300,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,今井町,2022-06-24,15,一戸建住宅,駐車（輪）場,10歳代,小学生,施錠せず,千葉市中央区今井町,35.574306,140.141846
301,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,鵜の森町,2022-06-10,11,その他,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区鵜の森町,35.574871,140.139359
302,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,大森町,2022-06-22,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区大森町,35.580109,140.147705
303,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,大森町,2022-06-24,19,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区大森町,35.580109,140.147705
304,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,大森町,2022-06-26,10,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず,千葉市中央区大森町,35.580109,140.147705
305,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,白旗１丁目,2022-07-22,12,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した,千葉市中央区白旗１丁目,35.578213,140.137985
306,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,白旗２丁目,2022-03-27,05,その他,駐車（輪）場,20歳代,大学生,施錠せず,千葉市中央区白旗２丁目,35.578438,140.140472
307,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,白旗２丁目,2022-04-11,05,その他,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区白旗２丁目,35.578438,140.140472
308,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,白旗２丁目,2022-06-07,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区白旗２丁目,35.578438,140.140472
309,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,白旗２丁目,2022-08-19,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区白旗２丁目,35.578438,140.140472
310,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,大巌寺町,2022-08-10,08,その他の住宅（３階建て以下共同住宅等）,その他,50歳代,その他,施錠せず,千葉市中央区大巌寺町,35.57317,140.146606
311,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,南町２丁目,2022-10-06,07,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
312,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,宮崎１丁目,2022-01-06,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区宮崎１丁目,35.586807,140.136154
313,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,宮崎２丁目,2022-10-30,21,道路上,その他,40歳代,その他,施錠した,千葉市中央区宮崎２丁目,35.582542,140.137161
314,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,宮崎町,2022-05-18,11,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず,千葉市中央区宮崎町,35.585625,140.144043
315,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,宮崎町,2022-06-08,18,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず,千葉市中央区宮崎町,35.585625,140.144043
316,窃盗,自転車盗,千葉中央,白旗交番,121011,千葉県,千葉市中央区,宮崎町,2022-09-16,22,一戸建住宅,その他,20歳代,その他,施錠した,千葉市中央区宮崎町,35.585625,140.144043
317,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井１丁目,2022-04-10,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区今井１丁目,35.583359,140.128021
318,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井２丁目,2022-01-23,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区今井２丁目,35.580696,140.129135
319,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井２丁目,2022-01-26,07,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区今井２丁目,35.580696,140.129135
320,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井２丁目,2022-05-02,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した,千葉市中央区今井２丁目,35.580696,140.129135
321,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井２丁目,2022-05-20,09,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した,千葉市中央区今井２丁目,35.580696,140.129135
322,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井２丁目,2022-05-31,05,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区今井２丁目,35.580696,140.129135
323,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井２丁目,2022-07-08,07,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区今井２丁目,35.580696,140.129135
324,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井２丁目,2022-08-09,12,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず,千葉市中央区今井２丁目,35.580696,140.129135
325,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井２丁目,2022-09-02,09,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区今井２丁目,35.580696,140.129135
326,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井２丁目,2022-09-04,23,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した,千葉市中央区今井２丁目,35.580696,140.129135
327,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井２丁目,2022-09-23,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区今井２丁目,35.580696,140.129135
328,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井２丁目,2022-09-27,20,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した,千葉市中央区今井２丁目,35.580696,140.129135
329,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井２丁目,2022-10-26,08,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した,千葉市中央区今井２丁目,35.580696,140.129135
330,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井２丁目,2022-11-28,17,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した,千葉市中央区今井２丁目,35.580696,140.129135
331,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井２丁目,2022-12-08,10,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず,千葉市中央区今井２丁目,35.580696,140.129135
332,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井３丁目,2022-02-15,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠せず,千葉市中央区今井３丁目,35.577316,140.130371
333,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井３丁目,2022-06-28,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区今井３丁目,35.577316,140.130371
334,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,今井３丁目,不明,不明,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず,千葉市中央区今井３丁目,35.577316,140.130371
335,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,川崎町,2022-02-06,15,その他,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区川崎町,35.578899,140.09433
336,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,川崎町,2022-04-09,20,その他,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区川崎町,35.578899,140.09433
337,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,川崎町,2022-04-09,23,その他,駐車（輪）場,30歳代,その他,施錠した,千葉市中央区川崎町,35.578899,140.09433
338,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,川崎町,2022-04-10,11,その他,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区川崎町,35.578899,140.09433
339,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,川崎町,2022-10-23,18,その他,駐車（輪）場,10歳代,中学生,施錠せず,千葉市中央区川崎町,35.578899,140.09433
340,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,塩田町,2022-06-17,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区塩田町,35.561775,140.131668
341,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,大巌寺町,2021-12-23,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず,千葉市中央区大巌寺町,35.57317,140.146606
342,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町１丁目,2022-04-30,15,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区南町１丁目,35.585136,140.131668
343,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町１丁目,2022-11-21,08,その他,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区南町１丁目,35.585136,140.131668
344,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-01-28,06,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区南町２丁目,35.58168,140.133499
345,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-02-02,19,その他,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
346,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-02-20,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した,千葉市中央区南町２丁目,35.58168,140.133499
347,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-02-20,10,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
348,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-03-10,06,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
349,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-04-01,19,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区南町２丁目,35.58168,140.133499
350,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-04-13,06,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
351,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-04-19,08,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区南町２丁目,35.58168,140.133499
352,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-05-21,07,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
353,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-05-23,06,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した,千葉市中央区南町２丁目,35.58168,140.133499
354,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-05-23,09,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
355,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-06-28,11,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
356,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-06-28,15,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
357,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-07-13,08,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した,千葉市中央区南町２丁目,35.58168,140.133499
358,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-08-14,11,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した,千葉市中央区南町２丁目,35.58168,140.133499
359,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-08-14,12,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した,千葉市中央区南町２丁目,35.58168,140.133499
360,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-08-18,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した,千葉市中央区南町２丁目,35.58168,140.133499
361,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-08-20,10,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
362,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-09-03,07,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
363,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-09-04,07,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
364,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-09-08,10,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
365,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-09-19,07,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区南町２丁目,35.58168,140.133499
366,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-09-29,08,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
367,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-10-03,07,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
368,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-10-06,13,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
369,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-10-07,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
370,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-10-19,08,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
371,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-10-23,00,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
372,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-10-27,19,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
373,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-11-18,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区南町２丁目,35.58168,140.133499
374,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-11-30,08,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した,千葉市中央区南町２丁目,35.58168,140.133499
375,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町２丁目,2022-12-14,10,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した,千葉市中央区南町２丁目,35.58168,140.133499
376,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,南町３丁目,2022-09-01,不明,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した,千葉市中央区南町３丁目,35.577595,140.135086
377,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,都町２丁目,2022-07-09,12,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した,千葉市中央区都町２丁目,35.611229,140.140137
378,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,蘇我２丁目,2022-05-23,19,一戸建住宅,駐車（輪）場,60-64歳,その他,施錠せず,千葉市中央区蘇我２丁目,35.571819,140.131607
379,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,蘇我３丁目,2022-07-04,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区蘇我３丁目,35.567577,140.132248
380,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,蘇我３丁目,2022-12-08,17,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,小学生,施錠せず,千葉市中央区蘇我３丁目,35.567577,140.132248
381,窃盗,自転車盗,千葉中央,蘇我駅前交番,121011,千葉県,千葉市中央区,蘇我４丁目,2022-09-10,12,道路上,その他,70歳以上,その他,施錠した,千葉市中央区蘇我４丁目,35.567448,140.136032
382,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日１丁目,2022-04-25,02,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した,千葉市中央区春日１丁目,35.619396,140.103928
383,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日１丁目,2022-05-07,00,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区春日１丁目,35.619396,140.103928
384,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日１丁目,2022-06-24,16,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区春日１丁目,35.619396,140.103928
385,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-01-07,10,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
386,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-05-20,19,道路上,その他,20歳代,大学生,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
387,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-05-21,13,その他,駐車（輪）場,20歳代,大学生,施錠した,千葉市中央区春日２丁目,35.621811,140.101913
388,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-06-04,10,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
389,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-06-06,08,その他,駐車（輪）場,10歳代,その他,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
390,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-06-13,07,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
391,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-07-06,14,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
392,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-07-07,08,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区春日２丁目,35.621811,140.101913
393,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-07-23,08,その他,駐車（輪）場,30歳代,その他,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
394,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-07-30,09,４階建て以上共同住宅,その他,40歳代,その他,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
395,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-08-17,11,道路上,その他,10歳代,大学生,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
396,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-08-27,21,道路上,その他,20歳代,大学生,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
397,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-08-31,21,道路上,その他,20歳代,大学生,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
398,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-09-09,16,道路上,その他,10歳代,大学生,施錠した,千葉市中央区春日２丁目,35.621811,140.101913
399,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-09-25,12,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した,千葉市中央区春日２丁目,35.621811,140.101913
400,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-09-30,15,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,大学生,施錠した,千葉市中央区春日２丁目,35.621811,140.101913
401,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-09-30,16,一戸建住宅,その他,40歳代,その他,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
402,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-10-05,16,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した,千葉市中央区春日２丁目,35.621811,140.101913
403,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-10-07,10,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区春日２丁目,35.621811,140.101913
404,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-10-19,21,道路上,その他,20歳代,大学生,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
405,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-10-23,10,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
406,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-11-17,21,その他,その他,20歳代,大学生,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
407,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-12-03,11,道路上,その他,20歳代,大学生,施錠した,千葉市中央区春日２丁目,35.621811,140.101913
408,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,春日２丁目,2022-12-17,21,その他,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区春日２丁目,35.621811,140.101913
409,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,汐見丘町,2022-03-09,10,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず,千葉市中央区汐見丘町,35.617069,140.10582
410,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,汐見丘町,2022-05-09,11,その他,その他,10歳代,中学生,施錠した,千葉市中央区汐見丘町,35.617069,140.10582
411,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,汐見丘町,2022-07-04,19,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した,千葉市中央区汐見丘町,35.617069,140.10582
412,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,汐見丘町,2022-09-06,17,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず,千葉市中央区汐見丘町,35.617069,140.10582
413,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,登戸４丁目,2022-11-03,13,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず,千葉市中央区登戸４丁目,35.617428,140.101242
414,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,松波１丁目,2022-04-28,21,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず,千葉市中央区松波１丁目,35.61758,140.109573
415,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,松波１丁目,2022-05-25,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず,千葉市中央区松波１丁目,35.61758,140.109573
416,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,松波１丁目,2022-07-23,20,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した,千葉市中央区松波１丁目,35.61758,140.109573
417,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,松波１丁目,2022-09-12,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した,千葉市中央区松波１丁目,35.61758,140.109573
418,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,松波２丁目,2021-12-23,07,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,千葉市中央区松波２丁目,35.621014,140.106918
419,窃盗,自転車盗,千葉中央,西千葉交番,121011,千葉県,千葉市中央区,松波２丁目,2022-04-12,19,駐車（輪）場,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠した,千葉市中央区松波２丁目,35.621014,140.106918
