罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-04-16,09,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-04-19,07,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-04-21,07,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-04-25,08,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-04-28,06,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-05-01,08,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-05-03,17,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-05-31,20,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-06-03,22,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-06-05,10,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-06-12,07,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-06-15,13,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-06-16,15,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-06-19,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-06-20,08,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-06-21,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-06-23,20,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-06-24,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-06-25,10,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-06-27,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-06-28,16,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-06-29,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-07-02,18,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-07-06,16,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-07-14,18,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-07-15,06,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-07-15,17,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-07-21,11,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-07-28,07,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-07-31,07,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-08-01,13,駐車（輪）場,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-08-12,09,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-08-17,18,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-08-23,21,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-08-24,09,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-08-25,08,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-08-25,09,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-08-26,05,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-08-27,20,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-08-28,09,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-08-28,17,その他,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-08-29,11,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-08-30,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-09-06,11,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-09-19,04,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-09-19,06,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-09-24,19,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-09-25,10,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-09-28,08,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-10-08,12,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-10-14,15,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-10-17,08,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-10-28,00,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-10-30,06,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-11-02,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-11-03,15,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-11-07,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-11-10,06,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-11-11,13,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-11-13,12,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-11-28,06,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-12-12,09,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-12-18,09,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-12-20,06,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-12-24,05,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船２丁目,2022-07-03,12,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船２丁目,2022-12-27,16,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船２丁目,2023-01-11,05,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船２丁目,2023-03-19,07,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船２丁目,2023-03-23,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船２丁目,2023-03-23,20,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船２丁目,2023-06-17,15,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船２丁目,2023-06-23,07,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船２丁目,2023-06-26,13,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船２丁目,2023-08-25,13,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船２丁目,2023-10-27,17,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船２丁目,2023-10-31,13,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船２丁目,2023-11-07,17,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船２丁目,不明,不明,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船３丁目,2023-06-20,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船３丁目,2023-10-09,14,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船４丁目,2023-02-20,23,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船４丁目,2023-03-22,05,一戸建住宅,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船４丁目,2023-03-22,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船４丁目,2023-07-24,17,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船４丁目,2023-11-02,09,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船４丁目,2023-11-11,08,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船４丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船６丁目,2023-09-04,21,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,入船６丁目,2023-09-05,13,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,海楽１丁目,2023-03-11,12,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,海楽１丁目,2023-06-07,09,一戸建住宅,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,海楽１丁目,2023-07-19,21,４階建て以上共同住宅,その他,65-69歳,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,海楽１丁目,2023-11-18,22,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,海楽２丁目,2023-01-14,18,４階建て以上共同住宅,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,海楽２丁目,2023-07-31,02,道路上,その他,10歳代,大学生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,海楽２丁目,2023-09-22,12,一戸建住宅,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,北栄１丁目,2023-04-10,03,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,猫実４丁目,2023-04-15,15,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,堀江１丁目,2023-08-30,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜１丁目,2023-02-08,15,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜１丁目,2023-04-07,17,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜１丁目,2023-05-24,07,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜１丁目,2023-06-08,17,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜１丁目,2023-07-04,19,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜１丁目,2023-09-27,10,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜１丁目,2023-12-24,13,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜２丁目,2023-01-31,11,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜２丁目,2023-06-14,09,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜２丁目,2023-06-23,07,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜２丁目,2023-08-08,19,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜２丁目,2023-08-13,08,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜２丁目,2023-10-07,18,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜２丁目,2023-10-20,08,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜４丁目,2023-06-05,20,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,美浜５丁目,2023-05-31,17,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,浦安,新浦安駅前,122271,千葉県,浦安市,富士見４丁目,2023-05-15,21,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,,2023-09-18,07,その他,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,,2023-09-19,19,一戸建住宅,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,,2023-11-12,19,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,,2023-11-15,19,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,,2023-12-12,16,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海１丁目,2023-04-04,17,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海１丁目,2023-04-18,14,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海１丁目,2023-05-09,10,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海１丁目,2023-11-07,10,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海１丁目,2023-11-14,10,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海３丁目,2023-06-22,13,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海３丁目,2023-06-22,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海３丁目,2023-06-23,08,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海３丁目,2023-07-09,18,４階建て以上共同住宅,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海３丁目,2023-07-12,19,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海４丁目,2022-12-29,00,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海４丁目,2023-03-08,13,その他,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海４丁目,2023-03-10,06,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海４丁目,2023-03-17,08,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海４丁目,2023-04-03,16,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海４丁目,2023-04-17,09,その他,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海４丁目,2023-11-03,14,その他,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,明海５丁目,2023-07-07,22,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,入船３丁目,2023-09-23,18,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,高洲１丁目,2023-01-19,19,４階建て以上共同住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,高洲２丁目,2023-03-15,16,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,高洲３丁目,2023-01-07,15,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,高洲４丁目,2023-08-06,01,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,高洲５丁目,2023-07-05,15,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,高洲６丁目,2022-10-01,16,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,高洲６丁目,2023-03-02,17,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,高洲６丁目,2023-06-22,15,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,日の出１丁目,2022-12-26,13,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,日の出１丁目,2023-04-01,15,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,日の出１丁目,2023-08-29,11,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,日の出３丁目,2023-04-20,08,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,日の出３丁目,2023-07-28,19,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,日の出３丁目,2023-09-28,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,日の出５丁目,2023-06-29,15,道路上,その他,10歳未満,小学生,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,日の出６丁目,2023-12-20,10,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,浦安,浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-07-22,12,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,浦安駅前,122271,千葉県,浦安市,入船１丁目,2023-09-30,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,浦安,浦安駅前,122271,千葉県,浦安市,北栄１丁目,2022-12-26,21,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,浦安,浦安駅前,122271,千葉県,浦安市,北栄１丁目,2022-12-30,08,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,浦安,浦安駅前,122271,千葉県,浦安市,北栄１丁目,2022-12-31,18,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,浦安,浦安駅前,122271,千葉県,浦安市,北栄１丁目,2023-01-17,17,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,浦安,浦安駅前,122271,千葉県,浦安市,北栄１丁目,2023-01-23,22,その他,その他,20歳代,その他,施錠した
窃盗,自転車盗,浦安,浦安駅前,122271,千葉県,浦安市,北栄１丁目,2023-01-31,12,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,浦安,浦安駅前,122271,千葉県,浦安市,北栄１丁目,2023-02-03,15,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,浦安,浦安駅前,122271,千葉県,浦安市,北栄１丁目,2023-02-04,18,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,浦安,浦安駅前,122271,千葉県,浦安市,北栄１丁目,2023-02-11,20,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,浦安,浦安駅前,122271,千葉県,浦安市,北栄１丁目,2023-02-15,18,その他,その他,20歳代,その他,施錠した
窃盗,自転車盗,浦安,浦安駅前,122271,千葉県,浦安市,北栄１丁目,2023-02-27,13,その他,その他,20歳代,その他,施錠した
